state_id,village_id,state,district,township,villagetrack,village,village_my
117,001,Ayeyarwady,Pathein,Pathein,Ah Lel (a) Ah Lel Kone (Ngwesaung Sub-township),Leik Inn Kone,လိပ်အင်းကုန်း
117,002,Ayeyarwady,Pathein,Pathein,Wet Gyi Kwin,Pan Hla Kwin,ပန်းလှကွင်း
117,003,Ayeyarwady,Pathein,Kangyidaunt,Myin Ka Seik,Sar Hpyu su,စာဖြူစု
117,004,Ayeyarwady,Pathein,Kangyidaunt,Let Pan,Let Pan,လက်ပန်
117,005,Ayeyarwady,Pathein,Kangyidaunt,La Har Ka Lu,Ma Gyi Pin Su,မကျီးပင်စု
117,006,Ayeyarwady,Pathein,Thabaung,Kyun Kone,Nga Kyut Kone,ငကျွတ်ကုန်း
117,007,Ayeyarwady,Pathein,Thabaung,Htan Zin Hla Kyoet Kone,Htan Zin Hla Kyoet Kone,ထန်းဇင်လှကြို့ကုန်း
117,008,Ayeyarwady,Pathein,Ngapudaw,Tha Man Day Wa,Ah Lel Kone,အလယ်ကုန်း
117,009,Ayeyarwady,Pathein,Ngapudaw,War Kone (Hainggyikyun Sub-township),Kone Gyi,ကုန်းကြီး
117,010,Ayeyarwady,Pathein,Kyonpyaw,Ah Htaung,Ma Au Chaung,မအူချောင်း
117,011,Ayeyarwady,Pathein,Kyonpyaw,Man Set Ku,Man Set Ku Ywar Ma,မန်းစက္ကူရွာမ
117,012,Ayeyarwady,Pathein,Kyonpyaw,Tha Hpan Chaung,Thea Hpyu (East),သဲဖြူ (အရှေ့)
117,013,Ayeyarwady,Pathein,Kyonpyaw,Kyonpyaw Town,Mya Wa Di Ward,
117,014,Ayeyarwady,Pathein,Yegyi,Kone Pyin (Ngathaingchaung Sub-township),Tha Pyay Kwin,သပြေကွင်း
117,015,Ayeyarwady,Pathein,Yegyi,Ngathaingchaung Town,Thaung Tan (Aung San) Ward,
117,016,Ayeyarwady,Pathein,Kyaunggon,Kauk Gyi Kone,Tha Yet Taw,သရက်တော
117,017,Ayeyarwady,Pathein,Kyaunggon,Yin Saing,Yin Saing,ရင်ဆိုင်
117,018,Ayeyarwady,Pathein,Kyaunggon,Kyar Ga Yet,Thet Kei Kone,သက္ကယ်ကုန်း
117,019,Ayeyarwady,Hinthada,Hinthada,La Har Pa,Taung Hpoet Tan,တောင်ဖို့တန်း
117,020,Ayeyarwady,Hinthada,Zalun,Pet Tan,Pet Tan,ပက်တန်း
117,021,Ayeyarwady,Hinthada,Zalun,Tha Yet Ta Pin (North),Nyaung Kone (Auk Su),ညောင်ကုန်း (အောက်စု)
117,022,Ayeyarwady,Hinthada,Myanaung,Htan Thone Pin,Htan Hnit Khwa,ထန်းနှစ်ခွ
117,023,Ayeyarwady,Hinthada,Myanaung,Nat Pa Tee,Sa Bai Ka Yo,စပါယ်ခရိုး
117,024,Ayeyarwady,Hinthada,Kyangin,Ah Lon,Ywar Thit Ka Lay,ရွာသစ်ကလေး
117,025,Ayeyarwady,Hinthada,Ingapu,Nyaung Pin Gyi Kwin,Kyun Pu Lu,ကျွန်းပုလု
117,026,Ayeyarwady,Hinthada,Ingapu,Hmat Taing,Kan,ကံ
117,027,Ayeyarwady,Hinthada,Ingapu,Oe Kwe,Kat Kho Kone,ကပ်ခိုကုန်း
117,028,Ayeyarwady,Myaungmya,Myaungmya,Sa Ka Myar,Sa Ka Myar,စကားမြား
117,029,Ayeyarwady,Myaungmya,Myaungmya,Pyin Ma Kwin,Kan Thar Kone,ကံသာကုန်း
117,030,Ayeyarwady,Myaungmya,Myaungmya,Thein Lar Gat Su,Thein Lar Gat Su,သိလ္လာဂါတ်စု
117,031,Ayeyarwady,Myaungmya,Myaungmya,Kywet Nwe Chaung,Thu Htay Kone,သူဌေးကုန်း
117,032,Ayeyarwady,Myaungmya,Myaungmya,Hpa Yar Chaung,Nyaung Kone,ညောင်ကုန်း
117,033,Ayeyarwady,Myaungmya,Einme,Kan Su Gyi Kyon Ma Yan,Kyon Thut Hpyar,ကျုံသွတ်ဖျား
117,034,Ayeyarwady,Myaungmya,Einme,Thar Kwin,Kin Mun Chin,ကင်မွန်းချင်
117,035,Ayeyarwady,Myaungmya,Einme,Pa Det,Kyon Tone,ကျုံတုန်း
117,036,Ayeyarwady,Myaungmya,Einme,Pale Chaung,Thone Gwa,သုံးခွ
117,037,Ayeyarwady,Myaungmya,Einme,Einme Town,Sar Chun Khan Paing Ward,
117,038,Ayeyarwady,Myaungmya,Wakema,Let Khoke,Dar Tit,ဓားတစ်
117,039,Ayeyarwady,Labutta,Labutta,Hlaing Bone,Kha Yae Kone,ခရေကုန်း
117,040,Ayeyarwady,Labutta,Labutta,Kyar Kan,Min Kone,မင်းကုန်း
117,041,Ayeyarwady,Labutta,Labutta,Labutta Town,No (6) Ward,
117,042,Ayeyarwady,Labutta,Mawlamyinegyun,Hlaing Bone,Thit Ni Zwe,သစ်နီဇွဲ
117,043,Ayeyarwady,Maubin,Maubin,Thea Hpyu,Thea Hpyu,သဲဖြူ
117,044,Ayeyarwady,Maubin,Maubin,Kyon Tar Ka Lay,Kyon Hpar,ကျုံဖာ
117,045,Ayeyarwady,Maubin,Pantanaw,Yae Le Hne Kaw,Aing Ka Nu,အိုင်ကနူး
117,046,Ayeyarwady,Maubin,Pantanaw,Taw Kyaung,Kwar La Taw (Chauk Ein Tan),ကွာလာတော (ခြောက်အိမ်တန်း)
117,047,Ayeyarwady,Maubin,Nyaungdon,Nyaungdon Town,No (8) Ward,
117,048,Ayeyarwady,Maubin,Nyaungdon,Nyaungdon Town,No (3) Ward,
117,049,Ayeyarwady,Maubin,Danubyu,Ta Myar,Lel Taw,လယ်တော်
117,050,Ayeyarwady,Maubin,Danubyu,Byin Nyar (West),Nin Kyan Taung Yar Su,နင်းကြမ်းတောင်ယာစု
117,051,Ayeyarwady,Maubin,Danubyu,Danubyu Town,No (10) Ward,
117,052,Ayeyarwady,Pyapon,Bogale,Haing Si,Hpoe Shwe Lone,ဖိုးရွှေလုံး
117,053,Ayeyarwady,Pyapon,Bogale,Haing Si,Ma Sein,မစိန်း
117,054,Ayeyarwady,Pyapon,Bogale,Boe Di Kwe,Boe Di Kwe Ywar Thit,ဘိုးဒီကွဲရွာသစ်
117,055,Ayeyarwady,Pyapon,Bogale,Kha Naung,Thein Kone Hpa Yon (East),သိန်ကုန်းဖရုံ (အရှေ့)
117,056,Ayeyarwady,Pyapon,Bogale,Chaung Gyi Wa,Ta Yoke Su,တရုပ်စု
117,057,Ayeyarwady,Pyapon,Bogale,Kyon Hpar,Kyar Inn,ကြာအင်း
117,058,Ayeyarwady,Pyapon,Kyaiklat,Pay Chaung,Let Pan Chaung,လက်ပံချောင်
117,059,Ayeyarwady,Pyapon,Dedaye,Hmaw Bi Su,Kha Mar Po,ကမာပို
117,060,Ayeyarwady,Pyapon,Dedaye,Kan Seik,Hnit Pin Saing,နှစ်ပင်ဆိုင်
107,061,Bago (East),Bago,Bago,Htone Gyi,Yae Aye San,ရေအေးစမ်း
107,062,Bago (East),Bago,Bago,Tar Wa Bu Tar,Taung Boet Ta Yar,တောင်ဘို့တစ်ရာ
107,063,Bago (East),Bago,Bago,Bago Town,Leik Pyar Kan Ward,
107,064,Bago (East),Bago,Bago,Bago Town,Myo Thit Ward,
107,065,Bago (East),Bago,Thanatpin,Thanatpin Town,Set Kone Paing Ward,
107,066,Bago (East),Bago,Kawa,Pauk Kan,Aung Pin Thar,အောင်ပင်သာ
107,067,Bago (East),Bago,Waw,Ah Byar Ah Lel Su,Ah Byar Auk Su,အဗျားအောက်စု
107,068,Bago (East),Bago,Waw,Moe Net,Moe Net,မိုးနက်
107,069,Bago (East),Bago,Nyaunglebin,San Gyi,Lay Ein Su,လေးအိမ်စု
107,070,Bago (East),Bago,Nyaunglebin,Moke Kha Mu,Kayin Su,ကရင်စု
107,071,Bago (East),Bago,Daik-U,Hpa Aung Su,Hpa Aung Su,ဖအောင်းစု
107,072,Bago (East),Bago,Shwegyin,Kyar Chaung,Tha Pin Wa,သပင်ဝ
107,073,Bago (East),Bago,Shwegyin,Shwegyin Town,Pyin Ma Pin Ward,
107,074,Bago (East),Bago,Shwegyin,Shwegyin Town,Kyay Nan Tan + Shan Kone Ward,
107,075,Bago (East),Taungoo,Taungoo,Ma Hin,Ma Hin,မဟင်
107,076,Bago (East),Taungoo,Taungoo,Kyauk Taing,Kyauk Lone Gyi,ကျောက်လုံးကြီး
107,077,Bago (East),Taungoo,Taungoo,Myauk Yae Kyi,Thea Hphu,သဲဖြူ
107,078,Bago (East),Taungoo,Yedashe,Za Loke Gyi,Za Loke Gyi (Thit) Htan Kone,ဇလုပ်ကြီး (သစ်) ထန်းကုန်း
107,079,Bago (East),Taungoo,Yedashe,Pi Tauk Khin,Boe Shan Kone,ဘိုးရှမ်းကုန်း
107,080,Bago (East),Taungoo,Yedashe,Swar Min Lan,Ta Dar Gyi,တံတားကြီး
107,081,Bago (East),Taungoo,Yedashe,Sa Kway (Ma Yoe Khon),Ta Gyi Pauk,တကြီးပေါက်
107,082,Bago (East),Taungoo,Yedashe,Ye Kone,Ye Kone,ရဲကုန်း
107,083,Bago (East),Taungoo,Yedashe,Pi Tu,Pi Tu,ပီတူး
107,084,Bago (East),Taungoo,Phyu,Leik Thay,Oe Bo Kone,အိုးဘိုကုန်း
107,085,Bago (East),Taungoo,Phyu,Lel Pyin Gyi,Kar Ri War Kut,ကာရီဝါကွတ်
107,086,Bago (East),Taungoo,Phyu,Meik Tha Lin,Myaung Wa Lay,မြောင်းဝလေး
107,087,Bago (East),Taungoo,Oktwin,Kyan Khin,Kyaung Su,ကျောင်းစု
107,088,Bago (East),Taungoo,Htantabin,Nga See Laung,Thet kae Kone,သက်ကယ်ကုန်း
108,089,Bago (West),Pyay,Pyay,Pyay Town,Pyi Thar Yar Ward,
108,090,Bago (West),Pyay,Paukkhaung,Nyaung Kone,Taung Kone,တောင်ကုန်း
108,091,Bago (West),Pyay,Padaung,Sin Te,San Pauk Chaung,စမ်းပေါက်ချောင်း
108,092,Bago (West),Pyay,Padaung,Daung Ma Nar,Daung Ma Nar (Daung Myat Nar),ဒေါင်းမနား
108,093,Bago (West),Pyay,Thegon,Kyoet Yat Thar,Lel Paw,လယ်ပေါ်
108,094,Bago (West),Pyay,Thegon,Zee Oke,Nyo Ma Pin,ညိုမပင်
108,095,Bago (West),Pyay,Thegon,Pu Tee Kone,Bo Yon,ဗိုလ်ရုံ
108,096,Bago (West),Pyay,Shwedaung,Taw Haing,Kyoet Kone,ကြို့ကုန်း
108,097,Bago (West),Thayarwady,Thayarwady,Thonse  Town,Hpa Yar Gyi Lan Ward,
108,098,Bago (West),Thayarwady,Thayarwady,Thonse  Town,Ah Shey Yoe Gyi Ward,
108,099,Bago (West),Thayarwady,Letpadan,Pyin Ka Toe Kone,Ywar Kant Lant,ရွာကန့်လန့်
108,100,Bago (West),Thayarwady,Letpadan,Ka Nyin To,Aung Myay,အောင်မြေ
108,101,Bago (West),Thayarwady,Okpho,Sin Gaung,Lin Lun Pin,လင်းလွန်းပင်
108,102,Bago (West),Thayarwady,Okpho,Thin Pan Kone,Myet Ni Kwin,မျက်နီကွင်း
108,103,Bago (West),Thayarwady,Zigon,Chaung Zauk,Bu Da Let Kone,ဘုဒလက်ကုန်း
108,104,Bago (West),Thayarwady,Zigon,Zigon Town,No (1) Ward,
108,105,Bago (West),Thayarwady,Nattalin,Hlay Kyat Kone,Shar Phyu Kone,ရှားဖြူကုန်း
108,106,Bago (West),Thayarwady,Monyo,Let Pan Khon,Bu Khon,ဘူးခုံ
108,107,Bago (West),Thayarwady,Monyo,Son Kone,Byayt Sin Kone,ဗြည့်စဉ်ကုန်း
104,108,Chin,Falam,Falam,Tingcang (Rihkhawdar Sub-township),Phunte,ဖွန်သဲ
104,109,Chin,Mindat,Mindat,Hleicham,Htar Pan,ထာပန်း
104,110,Chin,Hakha,Hakha,Hakha Town,Pyi Taw Thar Ward,
104,111,Chin,Hakha,Thantlang,Tlangpi,Tlanglo,တလန်းလို
101,112,Kachin,Myitkyina,Waingmaw,Mai Na,Kan Yang,
101,113,Kachin,Myitkyina,Waingmaw,Sadung Town,No (5) Ward,
101,114,Kachin,Myitkyina,Injangyang,In Ji U Ma,In Bum Ga,အင်ဘွမ်ဂါး
101,115,Kachin,Mohnyin,Mohnyin,Lwe Mun,Thaung U,သောင်ဦး
101,116,Kachin,Mohnyin,Mohnyin,Ywar Thit Kone,Ahr La Wi Su See,အာဠဝီစုစည်း
101,117,Kachin,Mohnyin,Mohnyin,Lone Ton,Lone Ton Su See,လုံးတုံစုစည်း
101,118,Kachin,Mohnyin,Mohnyin,Mohnyin Town,Myo Ma Ward,
101,119,Kachin,Mohnyin,Hpakant,Lone Khin,La Maung,
101,120,Kachin,Mohnyin,Hpakant,Hpakant Town,Myo Ma Ward,
101,121,Kachin,Bhamo,Bhamo,Bhamo Town,Pauk Kone Ward,
101,122,Kachin,Bhamo,Momauk,Man Maw Kawng (Lwegel Sub-township),Hkaing Bang,ခိုင်ဘန်
101,123,Kachin,Puta-O,Puta-O,Hpat Ma,Phat Mar Yang,
101,124,Kachin,Puta-O,Puta-O,Man Say Khun,Sa Ti Lawt,စတီလော့
101,125,Kachin,Puta-O,Sumprabum,In Gan U Ma,In Gan U Ma,အင်ဂန်အူမား
101,126,Kachin,Puta-O,Sumprabum,Hkin Dawng,Lon San,လုံဆန်
102,127,Kayah,Loikaw,Loikaw,Loikaw Town,Daw Au Khu Ward,
102,128,Kayah,Loikaw,Hpruso,Raw Daw Khaw,Kar Pa Ru,ကာပရူ
102,129,Kayah,Loikaw,Shadaw,Shadaw (Middle),Tar Ta Mawt (West),တာတမော့ (အနောက်)
103,130,Kayin,Hpa-An,Hpa-An,Hlar Kar,Ku Seik,ကူးဆိပ်
103,131,Kayin,Hpa-An,Hpa-An,Ta Gay Laung,Ta Gay Laung,တဂေါးလောင်း
103,132,Kayin,Hpa-An,Hlaingbwe,Thar Yar Kone (Kat Pa Li),Kat Pa Li (Lower),ကပ္ပလီ (အောက်)
103,133,Kayin,Hpa-An,Hlaingbwe,U Daung,Hla Ka Zaing,လှကဇိုင်း
103,134,Kayin,Hpa-An,Thandaunggyi,Taw Pone (Leik Tho Sub-township),Lar Saw (Lower),လာစော (အောက်)
103,135,Kayin,Hpa-An,Thandaunggyi,Leik Tho Town,No (1) Ward,
103,136,Kayin,Hpa-An,Thandaunggyi,La Bet Inn Gyi (Leik Tho Sub-township),La Bet Inn Gyi,လဘက်အင်းကြီး
103,137,Kayin,Kawkareik,Kawkareik,Win Ka,Win Ka,ဝင်းက
103,138,Kayin,Kawkareik,Kawkareik,Ta Tan Ku,Nan Taw Toe,နန်းတော်တိုး
103,139,Kayin,Kawkareik,Kawkareik,Naung Ta Pwe,Htee War Su Khee Yat,ထီးဝါးဆူးခီးရပ်
103,140,Kayin,Kawkareik,Kawkareik,Win Ka,Ti Su,တီဆူး
103,141,Kayin,Kawkareik,Kyainseikgyi,Koe Mar (Hpayarthonesu Sub-township),Mi Sa Kit,မိစကစ်
103,142,Kayin,Kawkareik,Kyainseikgyi,Kyar Inn Shwe Doe,Ta Gay,တဂေး
103,143,Kayin,Kawkareik,Kyainseikgyi,Hpayarthonesu Town,No (3) Ward,
109,144,Magway,Magway,Magway,Magway Town,Kan Thar Ward,
109,145,Magway,Magway,Magway,Magway Town,Myin Thar Ward,
109,146,Magway,Magway,Magway,Magway Town,Oe Bo Myo Ma Ward,
109,147,Magway,Magway,Yenangyaung,Yone Kone,Se,ဆည်
109,148,Magway,Magway,Chauk,Na Ywe Taw,Kan Thit Kone,ကံသစ်ကုန်း
109,149,Magway,Magway,Chauk,Than Bo,Kan Yae Gyi (South),ကန်ရေကြီး  (တောင်)
109,150,Magway,Magway,Chauk,Thway Net,Nei Char,နယ်ခြား
109,151,Magway,Magway,Taungdwingyi,Khin Te,Kyun Taw,ကျွန်းတော
109,152,Magway,Magway,Taungdwingyi,Tei Taw (2),Hpa Yar Kwin,ဘုရားကွင်း
109,153,Magway,Magway,Myothit,Nwar Hla,Nwar Hla,နွားလှ
109,154,Magway,Magway,Myothit,Tei Pin San,Nga Lone Hpo,ငါးလုံးဖို
109,155,Magway,Magway,Natmauk,Natmauk Town,Kan Gyi Ward,
109,156,Magway,Magway,Natmauk,Se Gyi,Aing Ma,အိုင်မ
109,157,Magway,Magway,Natmauk,Natmauk Town,Zay Kwet Thit Ward,
109,158,Magway,Minbu,Minbu,Aing Ma,Let Pa Taw,လက်ပတော
109,159,Magway,Minbu,Minbu,Pan Hlwar,Chin Kone (South),ချင်းကုန်း (တောင်)
109,160,Magway,Minbu,Pwintbyu,Ywar Khaing,Ywar Khaing,ရွာခိုင်
109,161,Magway,Minbu,Pwintbyu,Pyi Lone Kyaw,Thu Htay Kone,သူဌေးကုန်း
109,162,Magway,Minbu,Ngape,Pan Tein,Sit Taw,စစ်တော
109,163,Magway,Minbu,Salin,Zee Hpyu Pin,Zee Hpyu Pin,ဇီးဖြူပင်
109,164,Magway,Minbu,Salin,Paung Yin Kone,Pale Kone,ပုလဲကုန်း
109,165,Magway,Minbu,Salin,Tha Myin Kin,Pu Tein Kone,ပတိမ်ကုန်း
109,166,Magway,Minbu,Salin,Taw Na Lin,Myo Oh,မြို့အို
109,167,Magway,Thayet,Thayet,Htee Yoe,Hpaung Ka Taw,ဖောင်းကတော
109,168,Magway,Thayet,Thayet,Gyoe Gyar,Gyoe Gyar,ကြိုးကြာ
109,169,Magway,Thayet,Mindon,Hlwar Wa,Nyaung Hmaw,ညောင်မှော်
109,170,Magway,Thayet,Mindon,Hman,Hman (Kyo Kone),မှန် (ကြို့ကုန်း)
109,171,Magway,Thayet,Kamma,In Bet Taw,Kyat Pyin Kone,ကြပ်ပြင်ကုန်း
109,172,Magway,Thayet,Kamma,Sit Sa Ran,Sit Sa Ran,စစ္စရံ
109,173,Magway,Thayet,Aunglan,Myo Mi,Myo Mi,မြို့မိ
109,174,Magway,Thayet,Aunglan,Inn Lel,U Yin,ဥယျာဉ်
109,175,Magway,Thayet,Sinbaungwe,Baw Myint,Baw Myint,ဘော်မြင့်
109,176,Magway,Thayet,Sinbaungwe,Tha Hngar,Tha Hngar,သငှါး
109,177,Magway,Thayet,Sinbaungwe,Zaung Chan Taung,Swei Kyoe,စွယ်ကျိုး
109,178,Magway,Pakokku,Pakokku,Pauk Taw,Aing Gyi,အိုင်ကြီး
109,179,Magway,Pakokku,Yesagyo,Zee Taw,Se,ဆယ်
109,180,Magway,Pakokku,Yesagyo,Yesagyo Town,No (2) Ward,
109,181,Magway,Pakokku,Pauk,Chaing Zauk,Chaing Zauk,ချိုင်ဇောက်
109,182,Magway,Pakokku,Pauk,Pauk Town,Shwe Pauk Pin Ward,
109,183,Magway,Pakokku,Seikphyu,Kyaung,Mi Hpa Yar Chyeik,မိဖုရားချိုင့်
109,184,Magway,Gangaw,Gangaw,Mwayt Lel,Mwayt Lel,မွေ့လယ်
109,185,Magway,Gangaw,Tilin,Aing Ma,Zee Taw,ဇီးတော
110,186,Mandalay,Mandalay,Aungmyaythazan,Aungmyaythazan Town,Pyi Gyi Yan Lon Ward,
110,187,Mandalay,Mandalay,Aungmyaythazan,Aungmyaythazan Town,Pale Ngwe Yaung Ward,
110,188,Mandalay,Mandalay,Chanayethazan,Chanayethazan Town,Thi Ri Hay Mar (East) Ward,
110,189,Mandalay,Mandalay,Chanayethazan,Chanayethazan Town,Pyi Gyi Myet Shin Ward,
110,190,Mandalay,Mandalay,Chanayethazan,Chanayethazan Town,Aung Nan Yeik Thar (East) Ward,
110,191,Mandalay,Mandalay,Mahaaungmyay,Mahaaungmyay Town,Than Hlet Maw (East) Ward,
110,192,Mandalay,Mandalay,Amarapura,Taung Tha Man,Htan Taw,ထန်းတော
110,193,Mandalay,Pyinoolwin,Pyinoolwin,Tha Pyay Kone,Tha Pyay Kone,သပြေကုန်း
110,194,Mandalay,Pyinoolwin,Pyinoolwin,Pyinoolwin Town,Yat Kwet Gyi (16) Ward,
110,195,Mandalay,Pyinoolwin,Pyinoolwin,Pyinoolwin Town,Yat Kwet Gyi (4) Ward,
110,196,Mandalay,Pyinoolwin,Pyinoolwin,Pyinoolwin Town,Pa Day Thar Ward,
110,197,Mandalay,Pyinoolwin,Pyinoolwin,Pyinoolwin Town,Yat Kwet Gyi (13) Ward,
110,198,Mandalay,Pyinoolwin,Madaya,Taw Pu,Taw Pu,တောပု
110,199,Mandalay,Pyinoolwin,Singu,Shwe Pyi,Mya Kan Thar,မြကန်သာ
110,200,Mandalay,Pyinoolwin,Thabeikkyin,Kyar Hnyat,Koe Pin,ကိုးပင်
110,201,Mandalay,Kyaukse,Kyaukse,Tan Soe,Tan Soe,တံစိုး
110,202,Mandalay,Kyaukse,Kyaukse,Let Pan Zin,Inn Kone,အင်းကုန်း
110,203,Mandalay,Kyaukse,Kyaukse,Kyaukse Town,Min Yat Ward,
110,204,Mandalay,Kyaukse,Kyaukse,Kyaukse Town,Pyi Lone Naing Ward,
110,205,Mandalay,Kyaukse,Myittha,Myaing Kone,Myaing Kone,မြိုင်ကုန်း
110,206,Mandalay,Kyaukse,Myittha,Thit Tet Kone,Ma Gyi Kan,မကျီးကန်
110,207,Mandalay,Kyaukse,Tada-U,Han Thar Wa Di,Taung Zay Gyi,တောင်စျေးကြီး
110,208,Mandalay,Kyaukse,Tada-U,Han Thar Wa Di,Pyin Si Tan,ပြင်စီတန်း
110,209,Mandalay,Myingyan,Myingyan,Kan Chaw,Lay Yar Kyaw,လေးရာကျော်
110,210,Mandalay,Myingyan,Taungtha,Kyar Poet,Kyar Poet,ကြာပို့
110,211,Mandalay,Myingyan,Taungtha,Yone Taw,Zee Pin Kan (North),ဇီးပင်ကန် (မြောက်)
110,212,Mandalay,Myingyan,Natogyi,Kyee Kan,Chaung U,ချောင်းဦး
110,213,Mandalay,Myingyan,Natogyi,Natogyi Town,No (2) Ward,
110,214,Mandalay,Myingyan,Kyaukpadaung,Kyaukpadaung Town,Lut Lat YayWard,
110,215,Mandalay,Myingyan,Kyaukpadaung,Kyaukpadaung Town,Thar Yar Aye Ward,
110,216,Mandalay,Myingyan,Kyaukpadaung,Kyaukpadaung Town,Zay Kwet Thit Ward,
110,217,Mandalay,Myingyan,Ngazun,Moe Taung,Pauk Taw Chaung,ပေါက်တောချောင်
110,218,Mandalay,Myingyan,Ngazun,Tha Yet Cho Pin,Don Din,ဒုံဒင်
110,219,Mandalay,Nyaung-U,Nyaung-U,Ngathayauk Town,No (1) Ward,
110,220,Mandalay,Nyaung-U,Nyaung-U,Yan San,Yan San,ရမ်းဆမ်း
